timestamp,question,answer,sources_json
2025-09-30T18:11:08Z,How many thesis credits do I need to complete for my program?,"at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in the thesis option must satisfactorily complete at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in the thesis option must satisfactorily complete at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in the thesis option must satisfactorily complete at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in the thesis option must satisfactorily complete at least 30 graduate credits , which include the credits accumulated in the core","[""-  – Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/hydrology-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)"", ""-  – Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-ocean-mapping-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)"", ""-  – Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)""]"
2025-09-30T18:12:21Z,How do I submit my thesis?,File an Advancement to Candidacy form with the Graduate School as soon as possible after all of the requirements for candidacy have been met.,"[""-  – Ph.D. Dissertation (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=The%20dissertation%20must%20be%20a%20significant%20contribution%20to%20scholarship%20in%20the%20student%27s%20discipline%2C%20demonstrating%20the%20student%27s%20ability%20to%20conduct%20independent%20and)"", ""-  – Commencement (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=For%20more%20information%20on%20how%20to%20register%20for%20commencement%20please%20visit%20the%20UNH%20Commencement%20Website%20.)"", ""-  – Commencement (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=Doctoral%20students%20must%20have%20completed%20all%20requirements%20for%20the%20degree%20by%20the%20published%20deadlines%20for%20May%20in%20order%20to%20participate%20in%20the%20May%20ceremony.)"", ""-  – Ph.D. Candidacy (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=%2ANote%3A%20If%20the%20doctoral%20candidacy%20form%20is%20received%20before%20the%20final%20day%20to%20register%20for%20the%20current%20semester%2C%20then%20candidacy%20shall%20be%20effective%20immediately.)"", ""-  – Ph.D. Candidacy (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=A%20Ph.D.)""]"
2025-09-30T18:12:29Z,How do I submit my thesis?,File an Advancement to Candidacy form with the Graduate School as soon as possible after all of the requirements for candidacy have been met.,"[""-  – Ph.D. Dissertation (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=The%20dissertation%20must%20be%20a%20significant%20contribution%20to%20scholarship%20in%20the%20student%27s%20discipline%2C%20demonstrating%20the%20student%27s%20ability%20to%20conduct%20independent%20and)"", ""-  – Commencement (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=For%20more%20information%20on%20how%20to%20register%20for%20commencement%20please%20visit%20the%20UNH%20Commencement%20Website%20.)"", ""-  – Commencement (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=Doctoral%20students%20must%20have%20completed%20all%20requirements%20for%20the%20degree%20by%20the%20published%20deadlines%20for%20May%20in%20order%20to%20participate%20in%20the%20May%20ceremony.)"", ""-  – Ph.D. Candidacy (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=%2ANote%3A%20If%20the%20doctoral%20candidacy%20form%20is%20received%20before%20the%20final%20day%20to%20register%20for%20the%20current%20semester%2C%20then%20candidacy%20shall%20be%20effective%20immediately.)"", ""-  – Ph.D. Candidacy (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=A%20Ph.D.)""]"
2025-09-30T18:13:01Z,How many credits can I take?,"A maximum of 12 credits of UNH graduate level (800-900) courses completed by a non-degree student or taken as an accelerated master's student may, upon approval of the Graduate School, be applied to a student's degree program. Each program's faculty retain discretion regarding the maximum number of graduate credits that will be recommended for approval (not exceeding 12). Students must submit a UNH Transfer Credit Form to request that these courses be applied to their degree requirements. Courses may be applied to only one certificate program but may also be applied to a master’s or doctoral degree program at","[""-  – Internal to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=A%20maximum%20of%2012%20credits%20of%20UNH%20graduate%20level%20%28800-900%29%20courses%20completed%20by%20a%20non-degree%20student%20or%20taken%20as%20an%20accelerated%20master%27s%20student%20may%2C%20upon)"", ""-  – Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=There%20are%20no%20upper%20limits%20to%20the%20number%20of%20credits%20that%20may%20be%20applied%20to%20a%20degree%20program%20provided%20the%20courses%20fulfill%20a%20degree%20requirement.)"", ""-  – External to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=Students%20may%20request%20that%20a%20maximum%20of%20two%20courses%2C%20for%20up%20to%208%20credits%20of%20graduate%20level%20coursework%2C%20from%20an%20accredited%20institution%20authorized%20to%20grant)"", ""-  – Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Thus%2C%20students%20may%20be%20dismissed%20if%20they%20accumulate%20fewer%20than%209%20credits%20below%20the%20%22B%C2%AD-%22%20level%2C%20and/or%20fail%20to%20make%20adequate%20progress%20in%20other%20aspects%20of%20their)"", ""-  – M.S. Degree Requirements (https://catalog.unh.edu/graduate/programs-study/chemical-engineering-bioengineering/chemical-engineering-ms/#:~:text=A%20minimum%20of%2030%20credits%20%2C%20which%20must%20include%3A)""]"
2025-09-30T18:13:39Z,NUTR 832,Equivalent(s): NUTR 856,"[""-  – NUTR 855 - Concepts and Controversies in Weight Management (https://catalog.unh.edu/graduate/programs-study/nutritional-sciences/#:~:text=Equivalent%28s%29%3A%20NUTR%20856)"", ""-  – NUTR 855 - Concepts and Controversies in Weight Management (https://catalog.unh.edu/graduate/course-descriptions/nutr/#:~:text=Equivalent%28s%29%3A%20NUTR%20856)""]"
2025-09-30T18:14:32Z,"For MS IT, what happens if I get a C grade?","Graduate credit is only granted for courses completed with a grade of B-­ or higher. Individual programs may have stricter requirements, and those are published with their degree program requirements. Students who are completing the undergraduate portion of the UNH occupational therapy program declare their intent to apply to our Advanced Standing MS program by the end of their sophomore year. They take professional courses as part of their baccalaureate degree requirements enabling them to enter the MS program with Advanced Standing, with many professional courses completed. Students officially apply to the Graduate School for the Advanced Standing MS Program in the spring semester of their senior year, using","[""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Graduate%20credit%20is%20only%20granted%20for%20courses%20completed%20with%20a%20grade%20of%20B-%C2%AD%20or%20higher.)"", ""-  – Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/occupational-therapy/occupational-therapy-advanced-standing-ms/#:~:text=An%20overall%20minimum%20grade%20point%20of%20B%20%283.0%29%20is%20required%20for%20admission.)"", ""-  – PPOL 998 - Policy Internship (https://catalog.unh.edu/graduate/course-descriptions/ppol/#:~:text=Grade%20Mode%3A%20Graduate%20Credit/Fail%20grading)""]"
2025-09-30T21:37:52Z,How many thesis credits do I need to complete for my program?,"at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in the thesis option must satisfactorily complete at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in the thesis option must complete a master's thesis (6 credits) and give an oral presentation of the results. Students in the thesis option must complete a master's thesis (6 credits) and give an oral presentation of the results.","[""-  – Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=There%20are%20no%20upper%20limits%20to%20the%20number%20of%20credits%20that%20may%20be%20applied%20to%20a%20degree%20program%20provided%20the%20courses%20fulfill%20a%20degree%20requirement.)"", ""-  – Internal to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=A%20maximum%20of%2012%20credits%20of%20UNH%20graduate%20level%20%28800-900%29%20courses%20completed%20by%20a%20non-degree%20student%20or%20taken%20as%20an%20accelerated%20master%27s%20student%20may%2C%20upon)"", ""-  – Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)""]"
2025-09-30T21:38:15Z,"For MS IT, what happens if I get a C grade?","D+ (1.33), D+ (1.0), D-­ (.67), F (0)","[""-  – Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Graduate%20credit%20is%20only%20granted%20for%20courses%20completed%20with%20a%20grade%20of%20B-%C2%AD%20or%20higher.)"", ""-  – PPOL 998 - Policy Internship (https://catalog.unh.edu/graduate/course-descriptions/ppol/#:~:text=Grade%20Mode%3A%20Graduate%20Credit/Fail%20grading)"", ""-  – PPOL 998A - Policy Internship (https://catalog.unh.edu/graduate/course-descriptions/ppol/#:~:text=Grade%20Mode%3A%20Graduate%20Credit/Fail%20grading)"", ""-  – LS 898 - Master's Project (https://catalog.unh.edu/graduate/course-descriptions/ls/#:~:text=Grade%20Mode%3A%20Graduate%20Credit/Fail%20grading)"", ""-  – OE 892 - Master's Project (https://catalog.unh.edu/graduate/course-descriptions/oe/#:~:text=Grade%20Mode%3A%20Graduate%20Credit/Fail%20grading)""]"
2025-09-30T22:39:30Z,What are the graduate grading policies?,"A (4.0), B+ (3.33), B-­ (2.67), C+ (2.33), C-­ (1.67), D+. Graduate credit is only granted for courses completed with a grade of B-­ or higher. Individual programs may have stricter requirements, and those are published with their degree program requirements.","[""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Letter%20grades%3A%20The%20following%20grades%20are%20used%20at%20the%20University%3A%20A%20%284.0%29%2C%20A-%C2%AD%20%283.67%29%2C%20B%2B%20%283.33%29%2C%20B%20%283.0%29%2C%20B%C2%AD-%20%282.67%29%2C%20C%2B%20%282.33%29%2C%20C%20%282.0%29%2C%20C-%C2%AD%20%281.67%29%2C%20D%2B%20%281.33%29%2C)"", ""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""- Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Graduate%20students%20shall%20conduct%20themselves%20in%20a%20manner%20consistent%20with%20the%20norms%20and%20practices%20of%20their%20program%20and/or%20discipline.)"", ""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20standard%20policies%20relating%20to%20time%20to%20degree%2C%20residency%20requirements%2C%20academic%20standards%2C%20and%20minimum%20GPA%20required%20to%20graduate%20apply%20to%20any%20dual-%C2%ADdegree)"", ""- External to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=Courses%20must%20be%20at%20the%20graduate%20level%20and%20cannot%20have%20been%20used%20or%20be%20in%20the%20process%20of%20being%20used%20in%20earning%20another%20graduate%20degree%20or%20certificate%20or%20have)""]"
2025-10-04T22:15:28Z,What is the minimum GPA to stay in good standing?,I couldn't find relevant information in the catalog.,[]
2025-10-04T22:25:31Z,What is the minimum GPA to stay in good standing?,"3.0. Graduate students must have a cumulative GPA of 3.0 or higher in order to graduate. Each individual program may set and announce standards for coursework, examinations, and/or research achievement that are more rigorous than the Graduate School standard.","[""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20standard%20policies%20relating%20to%20time%20to%20degree%2C%20residency%20requirements%2C%20academic%20standards%2C%20and%20minimum%20GPA%20required%20to%20graduate%20apply%20to%20any%20dual-%C2%ADdegree)"", ""- Degree Conferral (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=All%20degree%20requirements%20and%20coursework%20must%20be%20completed%20prior%20to%20the%20degree%20conferral%20date.)"", ""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Letter%20grades%3A%20The%20following%20grades%20are%20used%20at%20the%20University%3A%20A%20%284.0%29%2C%20A-%C2%AD%20%283.67%29%2C%20B%2B%20%283.33%29%2C%20B%20%283.0%29%2C%20B%C2%AD-%20%282.67%29%2C%20C%2B%20%282.33%29%2C%20C%20%282.0%29%2C%20C-%C2%AD%20%281.67%29%2C%20D%2B%20%281.33%29%2C)"", ""- Accelerated Master's Program (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=A%203.20%20cumulative%20grade%C2%AD-point%20average%20is%20normally%20required%20to%20be%20considered%20for%20admission%20to%20the%20accelerated%20master%27s%20program%2C%20though%20some%20departments%20may)""]"
2025-10-04T22:27:58Z,I am a PhD student,A doctoral committee will be appointed to supervise and pass on the dissertation and administer the final examination.. A doctoral committee is appointed to supervise and pass on the dissertation and administer the final examination.,"[""- Ph.D. Candidacy > Doctoral Committee (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=student%20advances%20to%20candidacy%2C%20a%20doctoral%20committee%20will%20be%20appointed%20to%20supervise%20and%20pass%20on%20the%20dissertation%20and%20administer%20the%20final%20examination.)"", ""- Education (Ph.D.) (https://catalog.unh.edu/graduate/programs-study/education/education-phd/)""]"
2025-10-04T22:37:50Z,What is the minimum GPA to stay in good standing?,"3.0. Graduate students must have a cumulative GPA of 3.0 or higher in order to graduate. Each individual program may set and announce standards for coursework, examinations, and/or research achievement that are more rigorous than the Graduate School standard.","[""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20standard%20policies%20relating%20to%20time%20to%20degree%2C%20residency%20requirements%2C%20academic%20standards%2C%20and%20minimum%20GPA%20required%20to%20graduate%20apply%20to%20any%20dual-%C2%ADdegree)"", ""- Degree Conferral (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=All%20degree%20requirements%20and%20coursework%20must%20be%20completed%20prior%20to%20the%20degree%20conferral%20date.)"", ""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Letter%20grades%3A%20The%20following%20grades%20are%20used%20at%20the%20University%3A%20A%20%284.0%29%2C%20A-%C2%AD%20%283.67%29%2C%20B%2B%20%283.33%29%2C%20B%20%283.0%29%2C%20B%C2%AD-%20%282.67%29%2C%20C%2B%20%282.33%29%2C%20C%20%282.0%29%2C%20C-%C2%AD%20%281.67%29%2C%20D%2B%20%281.33%29%2C)"", ""- Accelerated Master's Program (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=A%203.20%20cumulative%20grade%C2%AD-point%20average%20is%20normally%20required%20to%20be%20considered%20for%20admission%20to%20the%20accelerated%20master%27s%20program%2C%20though%20some%20departments%20may)""]"
2025-10-04T22:38:10Z,I am a PhD student,A doctoral committee will be appointed to supervise and pass on the dissertation and administer the final examination.. A doctoral committee is appointed to supervise and pass on the dissertation and administer the final examination.,"[""- Ph.D. Candidacy > Doctoral Committee (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=student%20advances%20to%20candidacy%2C%20a%20doctoral%20committee%20will%20be%20appointed%20to%20supervise%20and%20pass%20on%20the%20dissertation%20and%20administer%20the%20final%20examination.)"", ""- Education (Ph.D.) (https://catalog.unh.edu/graduate/programs-study/education/education-phd/)""]"
2025-10-04T22:38:54Z,"okay, make that for information technology",Information technology is a technology.. The M.S. in Information Technology program has two options for completion: The M.S.,"[""- Program Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/#:~:text=https%3A//manchester.unh.edu/program/ms/information-technology)"", ""- Degree Requirements (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/#:~:text=in%20Information%20Technology%20program%20has%20two%20options%20for%20completion%3A)""]"
2025-10-04T22:49:22Z,What is the minimum GPA to stay in good standing?,"3.0. Graduate students must have a cumulative GPA of 3.0 or higher in order to graduate. Each individual program may set and announce standards for coursework, examinations, and/or research achievement that are more rigorous than the Graduate School standard.","[""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20standard%20policies%20relating%20to%20time%20to%20degree%2C%20residency%20requirements%2C%20academic%20standards%2C%20and%20minimum%20GPA%20required%20to%20graduate%20apply%20to%20any%20dual-%C2%ADdegree)"", ""- Degree Conferral (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=All%20degree%20requirements%20and%20coursework%20must%20be%20completed%20prior%20to%20the%20degree%20conferral%20date.)"", ""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Letter%20grades%3A%20The%20following%20grades%20are%20used%20at%20the%20University%3A%20A%20%284.0%29%2C%20A-%C2%AD%20%283.67%29%2C%20B%2B%20%283.33%29%2C%20B%20%283.0%29%2C%20B%C2%AD-%20%282.67%29%2C%20C%2B%20%282.33%29%2C%20C%20%282.0%29%2C%20C-%C2%AD%20%281.67%29%2C%20D%2B%20%281.33%29%2C)"", ""- Accelerated Master's Program (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=A%203.20%20cumulative%20grade%C2%AD-point%20average%20is%20normally%20required%20to%20be%20considered%20for%20admission%20to%20the%20accelerated%20master%27s%20program%2C%20though%20some%20departments%20may)""]"
2025-10-04T22:50:20Z,I am a PhD student,A doctoral committee will be appointed to supervise and pass on the dissertation and administer the final examination.. A doctoral committee is appointed to supervise and pass on the dissertation and administer the final examination.,"[""- Ph.D. Candidacy > Doctoral Committee (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=student%20advances%20to%20candidacy%2C%20a%20doctoral%20committee%20will%20be%20appointed%20to%20supervise%20and%20pass%20on%20the%20dissertation%20and%20administer%20the%20final%20examination.)"", ""- Education (Ph.D.) (https://catalog.unh.edu/graduate/programs-study/education/education-phd/)""]"
2025-10-04T22:51:03Z,"okay, make that for information technology",Information technology is a technology.. The M.S. in Information Technology program has two options for completion: The M.S.,"[""- Program Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/#:~:text=https%3A//manchester.unh.edu/program/ms/information-technology)"", ""- Degree Requirements (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/#:~:text=in%20Information%20Technology%20program%20has%20two%20options%20for%20completion%3A)""]"
2025-10-05T15:23:19Z,What is the minimum GPA to stay in good standing?,"3.0 or higher. Graduate students must have a cumulative GPA of 3.0 or higher in order to graduate. Each individual program may set and announce standards for coursework, examinations, and/or research achievement that are more rigorous than the Graduate School standard.","[""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20standard%20policies%20relating%20to%20time%20to%20degree%2C%20residency%20requirements%2C%20academic%20standards%2C%20and%20minimum%20GPA%20required%20to%20graduate%20apply%20to%20any%20dual-%C2%ADdegree)"", ""- Degree Conferral (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=All%20degree%20requirements%20and%20coursework%20must%20be%20completed%20prior%20to%20the%20degree%20conferral%20date.)"", ""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Letter%20grades%3A%20The%20following%20grades%20are%20used%20at%20the%20University%3A%20A%20%284.0%29%2C%20A-%C2%AD%20%283.67%29%2C%20B%2B%20%283.33%29%2C%20B%20%283.0%29%2C%20B%C2%AD-%20%282.67%29%2C%20C%2B%20%282.33%29%2C%20C%20%282.0%29%2C%20C-%C2%AD%20%281.67%29%2C%20D%2B%20%281.33%29%2C)"", ""- Accelerated Master's Program (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=A%203.20%20cumulative%20grade%C2%AD-point%20average%20is%20normally%20required%20to%20be%20considered%20for%20admission%20to%20the%20accelerated%20master%27s%20program%2C%20though%20some%20departments%20may)""]"
2025-10-05T15:23:54Z,"okay, make that for information technology","3.0. Graduate students must have a cumulative GPA of 3.0 or higher in order to graduate. All standard policies relating to time to degree, residency requirements, academic standards, and minimum GPA required to graduate apply to any dual-­degree arrangement.","[""- Degree Conferral (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=Graduate%20students%20MUST%20have%20a%20cumulative%20GPA%20of%203.0%20or%20higher%20in%20order%20to%20graduate.)"", ""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20standard%20policies%20relating%20to%20time%20to%20degree%2C%20residency%20requirements%2C%20academic%20standards%2C%20and%20minimum%20GPA%20required%20to%20graduate%20apply%20to%20any%20dual-%C2%ADdegree)"", ""- Admission Requirements (https://catalog.unh.edu/graduate/programs-study/social-work/social-work-recreation-management-policy-dual-degree-msw-ms/#:~:text=Minimum%20GPA%20Required%3A%203.0)""]"
2025-10-05T15:24:55Z,now do it for public health,"3.0 or higher. Graduate students must have a cumulative GPA of 3.0 or higher in order to graduate. All standard policies relating to time to degree, residency requirements, academic standards, and minimum GPA required to graduate apply to any dual-­degree arrangement.","[""- Degree Conferral (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=Graduate%20students%20MUST%20have%20a%20cumulative%20GPA%20of%203.0%20or%20higher%20in%20order%20to%20graduate.)"", ""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20standard%20policies%20relating%20to%20time%20to%20degree%2C%20residency%20requirements%2C%20academic%20standards%2C%20and%20minimum%20GPA%20required%20to%20graduate%20apply%20to%20any%20dual-%C2%ADdegree)"", ""- Ph.D. Requirements > Residency (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=A%20minimum%20of%20three%20academic%20years%20of%20graduate%20study%20is%20required%20for%20the%20Ph.D%20degree.)"", ""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Graduate%20credit%20is%20only%20granted%20for%20courses%20completed%20with%20a%20grade%20of%20B-%C2%AD%20or%20higher.)""]"
2025-10-05T18:16:15Z,How many credits are required for a master’s degree?,I don't know.. Graduate certificate programs require the completion of at least 4 graduate courses for a minimum of 12 credits of graduate coursework (800- or 900-level courses) organized in a coherent and logical manner to provide knowledge and expertise relevant to a specific aspect of professional and/or personal development. All coursework in a certificate program must be taken at UNH.,"[""- Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Graduate%20certificate%20programs%20require%20the%20completion%20of%20at%20least%204%20graduate%20courses%20for%20a%20minimum%20of%2012%20credits%20of%20graduate%20coursework%20%28800-%20or%20900-level)"", ""- 700 Level Courses (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/courses/#:~:text=In%20rare%20cases%20graduate%20degree%20students%20may%20petition%20to%20earn%20graduate%20credit%20for%20up%20to%2012%20credits%20in%20700-%C2%ADlevel%20courses%2C%20provided%20the%20credits%20are%20taken%20in%20a)"", ""- Master's Degree Requirements > Credits (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=A%20minimum%20of%2030%20graduate%20credits%20is%20required%20for%20all%20master%27s%20degrees.)"", ""- Ph.D. Requirements > Credits (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Each%20program%20specifies%20the%20number%20of%20courses%20required%20for%20the%20degree.)"", ""- External to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=Students%20may%20request%20that%20a%20maximum%20of%20two%20courses%2C%20for%20up%20to%208%20credits%20of%20graduate%20level%20coursework%2C%20from%20an%20accredited%20institution%20authorized%20to%20grant)""]"
2025-10-05T18:16:50Z,"okay, now for Information Technology",I don't know.. Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.) Courses: Information Technology (M.S.,"[""- Information Technology (M.S.) (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/)""]"
2025-10-05T18:17:52Z,Is a thesis required for masters programs?,A master's thesis must be approved by a committee composed of a regular member of the graduate faculty under whose direction it was written and two other members of the graduate faculty nominated by the department chairperson or graduate program coordinator and appointed by the dean of the Graduate School. Individuals who are not regular members of the graduate faculty may be nominated to serve on committees in accordance with individual program policies.,"[""- Master's Thesis > Thesis Committee (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=A%20master%27s%20thesis%20must%20be%20approved%20by%20a%20committee%20composed%20of%20a%20regular%20member%20of%20the%20graduate%20faculty%20under%20whose%20direction%20it%20was%20written%20and%20two%20other)""]"
2025-10-05T18:18:16Z,do it for Information Technology,I don't know.. The M.S. in Information Technology program has two options for completion: The M.S.,"[""- Degree Requirements (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/#:~:text=in%20Information%20Technology%20program%20has%20two%20options%20for%20completion%3A)"", ""- Information Technology (M.S.) (https://catalog.unh.edu/graduate/programs-study/computing/information-technology-ms/)""]"
