timestamp,question,answer,sources_json
2025-09-27T18:46:19Z,What is the time limit for a master’s degree?,four-year time limit. Extensions to the four-year time limit will be considered on a case-by-case basis. Years on leave do not count toward the time limit. The Ph.D. must be completed within eight years of matriculation (enrollment after admission) or within seven years if the student entered with a master's degree in the same field. Years on leave do not count toward the time limit. The M.A.T. degree requires a minimum of 32 hours of graduate-­level credits. The exact number of credit hours will depend on the student's,"[""- Master's Time Limit (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20graduate%20work%20for%20any%20master%27s%20degree%20must%20normally%20be%20completed%20within%20four%20years%20from%20the%20date%20of%20matriculation%20%28enrollment%20following%20admission%29%20in%20the)"", ""- Doctoral Time Limits (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Years%20on%20leave%20do%20not%20count%20toward%20the%20time%20limit.)"", ""- Degree Requirements (https://catalog.unh.edu/graduate/programs-study/education/secondary-education-mat/#:~:text=The%20M.A.T.)""]"
2025-09-29T18:35:26Z,How many thesis credits must a master’s student enroll in?,"at least 30. Students in the thesis option must satisfactorily complete at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in this option must complete a master's thesis (6 credits) and give an oral presentation of the results.","[""- Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-geochemical-systems-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)"", ""- Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)""]"
2025-09-29T18:54:14Z,What is the time limit for a master’s degree?,four years. Students failing to make adequate advancement toward completion of the program are subject to dismissal in advance of the four-year time limit. Extensions to the four-year time limit will be considered on a case-by-case basis.,"[""- Master's Time Limit (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20graduate%20work%20for%20any%20master%27s%20degree%20must%20normally%20be%20completed%20within%20four%20years%20from%20the%20date%20of%20matriculation%20%28enrollment%20following%20admission%29%20in%20the)"", ""- Doctoral Time Limits (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Years%20on%20leave%20do%20not%20count%20toward%20the%20time%20limit.)"", ""- Degree Requirements (https://catalog.unh.edu/graduate/programs-study/education/secondary-education-mat/#:~:text=The%20M.A.T.)""]"
2025-09-29T19:51:26Z,can i do a dual degree,"Yes. Dual degrees should be interpreted to include separate majors within the same degree, or a combination of two different degrees. Students will receive separate diplomas for each degree program.","[""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Dual%20degrees%20should%20be%20interpreted%20to%20include%20separate%20majors%20within%20the%20same%20degree%2C%20or%20a%20combination%20of%20two%20different%20degrees.)"", ""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20standard%20policies%20relating%20to%20time%20to%20degree%2C%20residency%20requirements%2C%20academic%20standards%2C%20and%20minimum%20GPA%20required%20to%20graduate%20apply%20to%20any%20dual-%C2%ADdegree)"", ""- Additional Information (https://catalog.unh.edu/graduate/programs-study/decision-sciences/business-analytics-ms/#:~:text=Students%20may%20complete%20up%20to%206%20graduate%20%28800-level%29%20course%20credits%20while%20completing%20a%20bachelor%27s%20degree.)""]"
2025-09-29T19:52:05Z,Can I take a course pass/fail? ,A graduate student may petition to take undergraduate courses on a pass/fail basis.. A graduate student may petition to take undergraduate courses on a pass/fail basis. Such a petition must be approved by the end of the add period for the term the course is taken.,"[""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=A%20graduate%20student%20may%20petition%20to%20take%20undergraduate%20courses%20on%20a%20pass/fail%20basis.)"", ""- Examinations (https://catalog.unh.edu/graduate/programs-study/natural-resources-earth-systems-science/natural-resources-environmental-studies-phd/#:~:text=A%20student%20may%20be%20required%20to%20take%20additional%20courses%20following%20either%20the%20comprehensive%20or%20proposal%20exam%2C%20or%20may%20be%20removed%20from%20the%20program%20following%20failure)""]"
2025-09-29T19:52:21Z,How long do I have to complete my master’s degree? ,"Four years. Students must complete at least 26 credit hours (seven courses) of graduate-­level coursework in sociology. In addition, students must complete 6-10 credits of Master's Thesis work.","[""- Master's Time Limit (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=All%20graduate%20work%20for%20any%20master%27s%20degree%20must%20normally%20be%20completed%20within%20four%20years%20from%20the%20date%20of%20matriculation%20%28enrollment%20following%20admission%29%20in%20the)"", ""- Degree Requirements (https://catalog.unh.edu/graduate/programs-study/sociology/sociology-ma/#:~:text=Completion%20of%20the%20degree%20requires%20a%20minimum%20of%2032%20graduate%20credits%20.)""]"
2025-09-29T19:52:37Z,What is a guidance committee? ,"A guidance committee is appointed for the student by the dean of the Graduate School upon recommendation of the advisor and graduate coordinator.. The guidance committee administers the qualifying examination. Following admission into the program, a guidance committee is appointed for the student by the dean of the Graduate School upon recommendation of the advisor and graduate coordinator.","[""- Program Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/civil-environmental-engineering/civil-environmental-engineering-phd/#:~:text=Following%20admission%20into%20the%20program%2C%20a%20guidance%20committee%20is%20appointed%20for%20the%20student%20by%20the%20dean%20of%20the%20Graduate%20School%20upon%20recommendation%20of%20the%20advisor)""]"
2025-09-29T19:52:59Z,What is a non-terminal degree? ,"Ph.D.. Ph.D. students, with the approval of their department, may petition to earn a non-terminal master's degree while completing the Ph.D.","[""- Master's Degree Requirements > Non-Terminal Master's Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=students%2C%20with%20the%20approval%20of%20their%20department%2C%20may%20petition%20to%20earn%20a%20non-terminal%20master%27s%20degree%20while%20completing%20the%20Ph.D.)"", ""- Graduate Education > Master's Programs (https://catalog.unh.edu/graduate/general-information/#:~:text=The%20University%20offers%20master%27s%20degree%20programs%20in%20a%20wide%20variety%20of%20disciplines%2C%20which%20can%20serve%20either%20as%20professional%20terminal%20degrees%20or%20as%20intermediate)"", ""- Program Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/accounting-finance/accounting-ms/#:~:text=Students%20with%20Non-Business%20Degrees)""]"
2025-09-29T19:53:09Z,How do I apply to grad school? ,Applying to a grad school.. The Graduate School website provides detailed instructions about applying to the program.,"[""- Applying (https://catalog.unh.edu/graduate/programs-study/integrated-applied-mathematics/applied-mathematics-phd/#:~:text=Please%20visit%20the%20Graduate%20School%20website%20for%20detailed%20instructions%20about%20applying%20to%20the%20program.)"", ""- Applying (https://catalog.unh.edu/graduate/programs-study/mathematics-statistics/mathematics-phd/#:~:text=Please%20visit%20the%20Graduate%20School%20website%20for%20detailed%20instructions%20about%20applying%20to%20the%20program.)""]"
2025-09-29T19:53:23Z,Can I take courses without applying? ,No. A student who does not hold a master's degree in administration may be required to take specific courses as electives.,"[""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/education/administration-supervision-eds/#:~:text=A%20student%20who%20does%20not%20hold%20a%20master%27s%20degree%20in%20administration%20may%20be%20required%20to%20take%20specific%20courses%20as%20electives.)""]"
2025-09-29T19:53:32Z,What is the Accelerated Masters program? ,"Accelerated master's programs are designed to provide students with an efficient and cost-effective pathway to earn both a bachelor's and master's. Accelerated master's programs are designed to provide students with an efficient and cost-effective pathway to earn both a bachelor's and master's degree or graduate certificate, enhancing career opportunities and long-term earning potential.","[""- Accelerated Master's Program (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=gradschool.unh.edu/academics/accelerated-masters-program)"", ""- Accelerated Master's Overview (https://catalog.unh.edu/graduate/programs-study/civil-environmental-engineering/civil-environmental-engineering-ms/#:~:text=Accelerated%20Master%E2%80%99s%20programs%20offer%20qualified%20University%20of%20New%20Hampshire%20undergraduate%20students%20the%20opportunity%20to%20begin%20graduate%20coursework%20in%20select)""]"
2025-09-29T19:53:44Z,Is there housing available? ,No.. Student housing is available at UNH Housing at Housing.Office@unh.edu.,"[""- Graduate Student Housing (https://catalog.unh.edu/graduate/general-information/campus-life/#:~:text=https%3A//www.unh.edu/housing/housing-options/graduate-housing)"", ""- Graduate Student Housing (https://catalog.unh.edu/graduate/general-information/campus-life/#:~:text=To%20discuss%20all%20graduate%20housing%20options%2C%20please%20contact%20UNH%20Housing%20at%20Housing.Office%40unh.edu%20.)"", ""- Student Accessibility Services (https://catalog.unh.edu/graduate/general-information/academic-support-services/#:~:text=To%20learn%20more%20about%20our%20documentation%20requirements%20for%20both%20general%20and%20housing-only%20requests%2C%20please%20see%20our%20Documentation%20Guidelines%20pages%20on%20our%20website.)""]"
2025-09-29T19:54:33Z,Do I need to register? ,No. The Office of the Registrar's website provides information about whether this program meets professional licensure requirements in your state.,"[""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/nursing/nursing-adult-gerontology-acute-care-nurse-practitioner-ms/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)"", ""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/education/administration-supervision-eds/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)"", ""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/communication-sciences-disorders/communication-sciences-disorders-ms/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)""]"
2025-09-29T19:54:51Z,What is the difference between GRAD 800 and GRAD 900? ,"GRAD 900. GRAD 800 and GRAD 900 are a series of courses that are taught at the University of California, Los Angeles.","[""- GRAD 900 (https://catalog.unh.edu/search/?P=GRAD%20900)""]"
2025-09-29T19:55:11Z,Where can I find information about assistantships? ,Financial aid section of the Graduate School website. You may wish to visit the financial aid section of the Graduate School website for more information about graduate assistantships and other types of aid available to graduate students.,"[""- Financial Aid (https://catalog.unh.edu/graduate/programs-study/spanish/#:~:text=You%20may%20wish%20to%20visit%20the%20financial%20aid%20section%20of%20the%20Graduate%20School%20website%20for%20more%20information%20about%20graduate%20assistantships%20and%20other%20types%20of%20aid)""]"
2025-09-29T19:55:22Z,Can I take a leave of absence? ,"Yes.. Students who, because of extenuating circumstances, are unable to pursue their graduate program may request a leave of absence for a maximum of one calendar year. Such circumstances may include medical reasons, military obligation, family emergencies, or hardship.","[""- Non-registration > Leave of Absence (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=Students%20who%2C%20because%20of%20extenuating%20circumstances%2C%20are%20unable%20to%20pursue%20their%20graduate%20program%20may%20request%20a%20leave%20of%20absence%20for%20a%20maximum%20of%20one%20calendar)"", ""- Non-registration > Leave of Absence (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=https%3A//gradschool.unh.edu/student-resources/leave-absence)"", ""- Continuous Registration Policy > Degree Status Discontinued (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=Students%20who%20do%20not%20formally%20withdraw%20and%20do%20not%20register%20and%20pay%20for%20course%20credits%2C%20research%2C%20or%20continuing%20enrollment%20by%20the%20appropriate%20registration)""]"
2025-09-29T19:55:37Z,Can I change my degree? ,No. Degree Offered: M.S. Degree Offered: M.S.,"[""- CPRM 899 - Capstone: Thesis Option (https://catalog.unh.edu/graduate/programs-study/cybersecurity-policy-risk-management/#:~:text=Degree%20Offered%3A%20M.S.)""]"
2025-09-29T20:27:32Z,Do I need RCR training?,Yes.. The Graduate Council has mandated that all incoming Ph.D. students complete RCR training approved by the Graduate School by the end of their first semester.,"[""- Ph.D. Requirements > RESPONSIBLE CONDUCT OF RESEARCH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=students%20complete%20RCR%20training%20approved%20by%20the%20Graduate%20School%20by%20the%20end%20of%20their%20first%20semester.)"", ""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/recreation-management-policy/recreation-management-policy-therapeutic-recreation-administration-ms/#:~:text=Students%20without%20an%20academic%20or%20clinical%20background%20in%20therapeutic%20recreation%20may%20use%20the%20M.S.)""]"
2025-09-30T18:07:50Z,How many courses are required for a graduate certificate program?,at least 4 graduate courses for a minimum of 12 credits of graduate coursework (800- or 900-level courses) organized in a coherent and logical manner to provide knowledge and expertise relevant to a specific aspect of professional and/or personal development,"[""- Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Graduate%20certificate%20programs%20require%20the%20completion%20of%20at%20least%204%20graduate%20courses%20for%20a%20minimum%20of%2012%20credits%20of%20graduate%20coursework%20%28800-%20or%20900-level)"", ""- Program Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/business-administration/managing-leading-people-certificate/#:~:text=Students%20complete%20the%20four%20graduate-level%20courses%20outlined%20below%20%2812%20credits%29%20for%20the%20certificate.)""]"
2025-09-30T18:28:50Z,How many thesis credits must a master’s student enroll in?,"at least 30. Students in the thesis option must satisfactorily complete at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in this option must complete a master's thesis (6 credits) and give an oral presentation of the results.","[""- Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-geochemical-systems-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)""]"
2025-09-30T18:54:36Z,How many thesis credits must a master’s student enroll in?,"at least 30. Students in the thesis option must satisfactorily complete at least 30 graduate credits , which include the credits accumulated in the core curriculum. Students in this option must complete a master's thesis (6 credits) and give an oral presentation of the results.","[""- Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-geochemical-systems-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)""]"
2025-09-30T19:02:47Z,Does UNH offer student health insurance?,"The UNH Student Health Benefits Plan (SHBP) requires full-time degree students that are enrolled in at least one in-person course to have. University policy requires full-time degree students that are enrolled in at least one in-person course to have health insurance as a condition of enrollment. Some students have the option of waiving this requirement if they present proof of adequate coverage; alternatively, students can acquire an affordable health benefits plan sponsored by the University: the UNH Student Health Benefits Plan (SHBP).","[""- Health & Wellness > Health Insurance (https://catalog.unh.edu/graduate/general-information/academic-support-services/#:~:text=Some%20students%20have%20the%20option%20of%20waiving%20this%20requirement%20if%20they%20present%20proof%20of%20adequate%20coverage%3B%20alternatively%2C%20students%20can%20acquire%20an%20affordable%20health)"", ""- HMP 933 - Quality and Process Improvement in Healthcare > View Course Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/health-management-policy/#:~:text=https%3A//chhs.unh.edu/health-management-policy)""]"
2025-09-30T19:03:01Z,Do I need to register?,No. The Office of the Registrar's website provides information about whether this program meets professional licensure requirements in your state.,"[""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/nursing/nursing-adult-gerontology-acute-care-nurse-practitioner-ms/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)"", ""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/education/administration-supervision-eds/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)"", ""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/communication-sciences-disorders/communication-sciences-disorders-ms/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)""]"
2025-09-30T19:03:50Z,Does UNH offer student health insurance?,"The UNH Student Health Benefits Plan (SHBP) requires full-time degree students that are enrolled in at least one in-person course to have. University policy requires full-time degree students that are enrolled in at least one in-person course to have health insurance as a condition of enrollment. Some students have the option of waiving this requirement if they present proof of adequate coverage; alternatively, students can acquire an affordable health benefits plan sponsored by the University: the UNH Student Health Benefits Plan (SHBP).","[""- Health & Wellness > Health Insurance (https://catalog.unh.edu/graduate/general-information/academic-support-services/#:~:text=Some%20students%20have%20the%20option%20of%20waiving%20this%20requirement%20if%20they%20present%20proof%20of%20adequate%20coverage%3B%20alternatively%2C%20students%20can%20acquire%20an%20affordable%20health)"", ""- HMP 933 - Quality and Process Improvement in Healthcare > View Course Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/health-management-policy/#:~:text=https%3A//chhs.unh.edu/health-management-policy)""]"
2025-09-30T19:03:55Z,Is there housing available?,No.. Student housing is available at UNH Housing at Housing.Office@unh.edu.,"[""- Graduate Student Housing (https://catalog.unh.edu/graduate/general-information/campus-life/#:~:text=https%3A//www.unh.edu/housing/housing-options/graduate-housing)"", ""- Graduate Student Housing (https://catalog.unh.edu/graduate/general-information/campus-life/#:~:text=To%20discuss%20all%20graduate%20housing%20options%2C%20please%20contact%20UNH%20Housing%20at%20Housing.Office%40unh.edu%20.)"", ""- Student Accessibility Services (https://catalog.unh.edu/graduate/general-information/academic-support-services/#:~:text=To%20learn%20more%20about%20our%20documentation%20requirements%20for%20both%20general%20and%20housing-only%20requests%2C%20please%20see%20our%20Documentation%20Guidelines%20pages%20on%20our%20website.)""]"
2025-09-30T19:04:04Z,Can I defer my admission?,"No. Admissions are limited and competition for admission may vary from year to year, such requests may not be granted. Applicants who have received approved deferment of their admission cannot register for graduate coursework at the University during the period of deferment.","[""- Admission > Deferred Admission (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=Applicants%20who%20cannot%20enroll%20in%20the%20term%20for%20which%20admission%20was%20offered%20may%20request%20to%20have%20their%20admission%20deferred%20for%20up%20to%20one%20year.)"", ""- Admission > APPLICANTS NOT ADMITTED (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=Applicants%20who%20are%20denied%20admission%20may%20have%20their%20applications%20reconsidered%20only%20if%20they%20furnish%20significant%20additional%20material%20that%20was%20not%20available%20at%20the)"", ""- Program Learning Outcomes (https://catalog.unh.edu/graduate/programs-study/mathematics-statistics/statistics-ms/#:~:text=Admission%20Requirement)""]"
2025-09-30T19:04:14Z,What is the Accelerated Masters program?,"Accelerated master's programs are designed to provide students with an efficient and cost-effective pathway to earn both a bachelor's and master's. Accelerated master's programs are designed to provide students with an efficient and cost-effective pathway to earn both a bachelor's and master's degree or graduate certificate, enhancing career opportunities and long-term earning potential.","[""- Accelerated Master's Program (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=gradschool.unh.edu/academics/accelerated-masters-program)"", ""- Accelerated Master's Overview (https://catalog.unh.edu/graduate/programs-study/civil-environmental-engineering/civil-environmental-engineering-ms/#:~:text=Accelerated%20Master%E2%80%99s%20programs%20offer%20qualified%20University%20of%20New%20Hampshire%20undergraduate%20students%20the%20opportunity%20to%20begin%20graduate%20coursework%20in%20select)""]"
2025-09-30T19:04:21Z,Can I take courses without applying?,No. A student who does not hold a master's degree in administration may be required to take specific courses as electives.,"[""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/education/administration-supervision-eds/#:~:text=A%20student%20who%20does%20not%20hold%20a%20master%27s%20degree%20in%20administration%20may%20be%20required%20to%20take%20specific%20courses%20as%20electives.)""]"
2025-09-30T19:15:25Z,How many credits can I take?,30. A minimum of 30 credits can be taken.,"[""- M.S. Degree Requirements (https://catalog.unh.edu/graduate/programs-study/chemical-engineering-bioengineering/chemical-engineering-ms/#:~:text=A%20minimum%20of%2030%20credits%20%2C%20which%20must%20include%3A)""]"
2025-09-30T19:15:31Z,Do I need to register?,No. The Office of the Registrar's website provides information about whether this program meets professional licensure requirements in your state.,"[""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/nursing/nursing-adult-gerontology-acute-care-nurse-practitioner-ms/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)"", ""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/education/administration-supervision-eds/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)"", ""- Professional Licensure/Certification Disclosures (https://catalog.unh.edu/graduate/programs-study/communication-sciences-disorders/communication-sciences-disorders-ms/#:~:text=Visit%20the%20Office%20of%20the%20Registrar%27s%20website%20for%20information%20about%20whether%20this%20program%20meets%20professional%20licensure%20requirements%20in%20your%20state.)""]"
2025-09-30T19:16:19Z,What financial aid is available?,Graduate assistantships and other types of aid.. You may wish to visit the financial aid section of the Graduate School website for more information about graduate assistantships and other types of aid available to graduate students.,"[""- Financial Aid (https://catalog.unh.edu/graduate/programs-study/spanish/#:~:text=You%20may%20wish%20to%20visit%20the%20financial%20aid%20section%20of%20the%20Graduate%20School%20website%20for%20more%20information%20about%20graduate%20assistantships%20and%20other%20types%20of%20aid)""]"
2025-09-30T19:16:31Z,Where can I find information about assistantships?,Financial aid section of the Graduate School website. You may wish to visit the financial aid section of the Graduate School website for more information about graduate assistantships and other types of aid available to graduate students.,"[""- Financial Aid (https://catalog.unh.edu/graduate/programs-study/spanish/#:~:text=You%20may%20wish%20to%20visit%20the%20financial%20aid%20section%20of%20the%20Graduate%20School%20website%20for%20more%20information%20about%20graduate%20assistantships%20and%20other%20types%20of%20aid)""]"
2025-09-30T19:16:42Z,Can I take a leave of absence?,"Yes.. Students who, because of extenuating circumstances, are unable to pursue their graduate program may request a leave of absence for a maximum of one calendar year. Such circumstances may include medical reasons, military obligation, family emergencies, or hardship.","[""- Non-registration > Leave of Absence (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=Students%20who%2C%20because%20of%20extenuating%20circumstances%2C%20are%20unable%20to%20pursue%20their%20graduate%20program%20may%20request%20a%20leave%20of%20absence%20for%20a%20maximum%20of%20one%20calendar)"", ""- Non-registration > Leave of Absence (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=https%3A//gradschool.unh.edu/student-resources/leave-absence)"", ""- Continuous Registration Policy > Degree Status Discontinued (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=Students%20who%20do%20not%20formally%20withdraw%20and%20do%20not%20register%20and%20pay%20for%20course%20credits%2C%20research%2C%20or%20continuing%20enrollment%20by%20the%20appropriate%20registration)""]"
2025-10-01T21:06:28Z,How many thesis credits must a master’s student enroll in?,At least 6 but no more than 10 thesis credits,"[""- Master's Thesis > Thesis Credit (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=During%20their%20degree%20program%2C%20a%20student%20completing%20a%20thesis%20must%20enroll%20in%20at%20least%206%20but%20no%20more%20than%2010%20thesis%20credits.)"", ""- Master's Degree Requirements > Credits (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Many%20programs%20require%20substantially%20more%20than%20the%20minimum%2030%20credits.)"", ""- Internal to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=A%20maximum%20of%2012%20credits%20of%20UNH%20graduate%20level%20%28800-900%29%20courses%20completed%20by%20a%20non-degree%20student%20or%20taken%20as%20an%20accelerated%20master%27s%20student%20may%2C%20upon)"", ""- Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)""]"
2025-10-01T21:06:55Z,What nursing courses are available?,"The degree of doctor of nursing practice is a practice based doctorate that prepares nurses for the highest level of specialized nursing practice. DNP graduates are prepared to translate evidence into practice, improve systems of care, and measure health outcomes in diverse settings. Graduates of the DNP program are prepared for culturally competent, evidence-­based, system-based care, interprofessional collaboration and leadership.","[""- Doctoral Degrees > DNP (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=are%20found%20under%20the%20program%20descriptions%20of%20the%20Department%20of%20Nursing.)"", ""- Ph.D. Requirements > Credits (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Each%20program%20specifies%20the%20number%20of%20courses%20required%20for%20the%20degree.)"", ""- NR 658 (https://catalog.unh.edu/search/?P=NR%20658)""]"
2025-10-01T22:17:56Z,How many thesis credits must a master’s student enroll in?,At least 6 but no more than 10 thesis credits,"[""- Master's Thesis > Thesis Credit (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=During%20their%20degree%20program%2C%20a%20student%20completing%20a%20thesis%20must%20enroll%20in%20at%20least%206%20but%20no%20more%20than%2010%20thesis%20credits.)"", ""- Master's Degree Requirements > Credits (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Many%20programs%20require%20substantially%20more%20than%20the%20minimum%2030%20credits.)"", ""- Internal to UNH (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/credit-transfer/#:~:text=A%20maximum%20of%2012%20credits%20of%20UNH%20graduate%20level%20%28800-900%29%20courses%20completed%20by%20a%20non-degree%20student%20or%20taken%20as%20an%20accelerated%20master%27s%20student%20may%2C%20upon)"", ""- Thesis Option (https://catalog.unh.edu/graduate/programs-study/earth-sciences/earth-sciences-ms/#:~:text=Students%20in%20the%20thesis%20option%20must%20satisfactorily%20complete%20at%20least%2030%20graduate%20credits%20%2C%20which%20include%20the%20credits%20accumulated%20in%20the%20core%20curriculum.)""]"
2025-10-01T22:20:27Z,What happens if an accelerated master’s student earns below B- in a graduate course while in dual status?,"The dual-degree arrangement is automatically nullified.. Dual degrees will NOT be awarded retroactively. If the student withdraws from one of the participating programs, the dual-degree arrangement is automatically nullified.","[""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=The%20Graduate%20School%20allows%20UNH%20students%20to%20pursue%20two%20degrees%20at%20UNH%20and%20count%20credits%20toward%20both%20degrees%20under%20the%20circumstances%20detailed%20below.)"", ""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=If%20the%20student%20withdraws%20from%20one%20of%20the%20participating%20programs%2C%20the%20dual-degree%20arrangement%20is%20automatically%20nullified.)"", ""- General Accelerated Master's policy (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#dual-degrees)""]"
